	ancestors	id	node_level
640	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000517'], 2: ['WBPhenotype:0000525'], 3: ['WBPhenotype:0000659'], 4: ['WBPhenotype:0002056'], 5: ['WBPhenotype:0000634'], 6: ['WBPhenotype:0000980'], 7: ['WBPhenotype:0000747'], 8: ['WBPhenotype:0000327'], 9: ['WBPhenotype:0002204']}	WBPhenotype:0002204	9
641	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000517'], 2: ['WBPhenotype:0000525'], 3: ['WBPhenotype:0000659'], 4: ['WBPhenotype:0002056'], 5: ['WBPhenotype:0000634'], 6: ['WBPhenotype:0000980'], 7: ['WBPhenotype:0000747'], 8: ['WBPhenotype:0000327']}	WBPhenotype:0000327	8
642	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0001023'], 4: ['WBPhenotype:0001024'], 5: ['WBPhenotype:0001357']}	WBPhenotype:0001357	5
643	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000536'], 3: ['WBPhenotype:0000729'], 4: ['WBPhenotype:0001172'], 5: ['WBPhenotype:0000730'], 6: ['WBPhenotype:0002203']}	WBPhenotype:0002203	6
644	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0001023'], 4: ['WBPhenotype:0001024'], 5: ['WBPhenotype:0001356']}	WBPhenotype:0001356	5
645	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000912'], 3: ['WBPhenotype:0000948'], 4: ['WBPhenotype:0000025']}	WBPhenotype:0000025	4
646	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000617'], 4: ['WBPhenotype:0000707'], 5: ['WBPhenotype:0001748'], 6: ['WBPhenotype:0002202']}	WBPhenotype:0002202	6
647	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000617'], 4: ['WBPhenotype:0000707'], 5: ['WBPhenotype:0001748']}	WBPhenotype:0001748	5
648	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000605']}	WBPhenotype:0000605	3
649	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000579'], 4: ['WBPhenotype:0000805'], 5: ['WBPhenotype:0001297'], 6: ['WBPhenotype:0002209']}	WBPhenotype:0002209	6
650	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000717'], 6: ['WBPhenotype:0000112'], 7: ['WBPhenotype:0000424'], 8: ['WBPhenotype:0002208']}	WBPhenotype:0002208	8
651	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000624'], 4: ['WBPhenotype:0000691'], 5: ['WBPhenotype:0000399'], 6: ['WBPhenotype:0002207']}	WBPhenotype:0002207	6
652	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000743'], 5: ['WBPhenotype:0000029']}	WBPhenotype:0000029	5
653	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0002206']}	WBPhenotype:0002206	5
654	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0001023', 'WBPhenotype:0000582'], 4: ['WBPhenotype:0001024', 'WBPhenotype:0000073'], 5: ['WBPhenotype:0000070'], 6: ['WBPhenotype:0001359']}	WBPhenotype:0001359	6
655	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518', 'WBPhenotype:0000519'], 2: ['WBPhenotype:0000529', 'WBPhenotype:0000536'], 3: ['WBPhenotype:0000774', 'WBPhenotype:0000746'], 4: ['WBPhenotype:0000812', 'WBPhenotype:0000775', 'WBPhenotype:0001743'], 5: ['WBPhenotype:0000775', 'WBPhenotype:0002012', 'WBPhenotype:0001361'], 6: ['WBPhenotype:0002012', 'WBPhenotype:0001361'], 7: ['WBPhenotype:0001361']}	WBPhenotype:0001361	7
656	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000536'], 3: ['WBPhenotype:0000746'], 4: ['WBPhenotype:0001743']}	WBPhenotype:0001743	4
657	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000575'], 3: ['WBPhenotype:0000613'], 4: ['WBPhenotype:0000145'], 5: ['WBPhenotype:0001384', 'WBPhenotype:0000806'], 6: ['WBPhenotype:0000688', 'WBPhenotype:0001259'], 7: ['WBPhenotype:0000694'], 8: ['WBPhenotype:0001360']}	WBPhenotype:0001360	8
658	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000575'], 3: ['WBPhenotype:0000613'], 4: ['WBPhenotype:0000145'], 5: ['WBPhenotype:0001384', 'WBPhenotype:0000806'], 6: ['WBPhenotype:0000688', 'WBPhenotype:0001259'], 7: ['WBPhenotype:0000694']}	WBPhenotype:0000694	7
659	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000030']}	WBPhenotype:0000030	4
660	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000033']}	WBPhenotype:0000033	3
661	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000604'], 4: ['WBPhenotype:0000299'], 5: ['WBPhenotype:0001527'], 6: ['WBPhenotype:0000255'], 7: ['WBPhenotype:0000256'], 8: ['WBPhenotype:0002212']}	WBPhenotype:0002212	8
662	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000604'], 4: ['WBPhenotype:0000299'], 5: ['WBPhenotype:0001527'], 6: ['WBPhenotype:0000255'], 7: ['WBPhenotype:0000256']}	WBPhenotype:0000256	7
663	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000579'], 4: ['WBPhenotype:0000805'], 5: ['WBPhenotype:0001297'], 6: ['WBPhenotype:0001365']}	WBPhenotype:0001365	6
664	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000604'], 4: ['WBPhenotype:0000299'], 5: ['WBPhenotype:0001527'], 6: ['WBPhenotype:0000255'], 7: ['WBPhenotype:0000257'], 8: ['WBPhenotype:0002211']}	WBPhenotype:0002211	8
665	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000604'], 4: ['WBPhenotype:0000299'], 5: ['WBPhenotype:0001527'], 6: ['WBPhenotype:0000255'], 7: ['WBPhenotype:0000257']}	WBPhenotype:0000257	7
666	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0001023', 'WBPhenotype:0000582'], 4: ['WBPhenotype:0001024', 'WBPhenotype:0000073'], 5: ['WBPhenotype:0000070'], 6: ['WBPhenotype:0001364']}	WBPhenotype:0001364	6
667	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000749'], 4: ['WBPhenotype:0000034']}	WBPhenotype:0000034	4
668	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000623'], 4: ['WBPhenotype:0001008'], 5: ['WBPhenotype:0000199'], 6: ['WBPhenotype:0002210']}	WBPhenotype:0002210	6
669	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000623'], 4: ['WBPhenotype:0001008'], 5: ['WBPhenotype:0000199']}	WBPhenotype:0000199	5
670	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0000582'], 4: ['WBPhenotype:0000071'], 5: ['WBPhenotype:0001363']}	WBPhenotype:0001363	5
671	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518', 'WBPhenotype:0000519'], 2: ['WBPhenotype:0000531', 'WBPhenotype:0000576'], 3: ['WBPhenotype:0000033', 'WBPhenotype:0000577'], 4: ['WBPhenotype:0000043', 'WBPhenotype:0000030', 'WBPhenotype:0000438'], 5: ['WBPhenotype:0000031']}	WBPhenotype:0000031	5
672	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000033'], 4: ['WBPhenotype:0000438']}	WBPhenotype:0000438	4
673	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000033'], 4: ['WBPhenotype:0000043']}	WBPhenotype:0000043	4
674	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000030'], 5: ['WBPhenotype:0000032']}	WBPhenotype:0000032	5
675	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518', 'WBPhenotype:0000519'], 2: ['WBPhenotype:0000529', 'WBPhenotype:0000536'], 3: ['WBPhenotype:0000774', 'WBPhenotype:0000746'], 4: ['WBPhenotype:0000812', 'WBPhenotype:0000775', 'WBPhenotype:0001743'], 5: ['WBPhenotype:0000775', 'WBPhenotype:0002012', 'WBPhenotype:0001361'], 6: ['WBPhenotype:0002012', 'WBPhenotype:0001361', 'WBPhenotype:0001362'], 7: ['WBPhenotype:0001361', 'WBPhenotype:0001362'], 8: ['WBPhenotype:0001362']}	WBPhenotype:0001362	8
676	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000717'], 6: ['WBPhenotype:0000112'], 7: ['WBPhenotype:0000424'], 8: ['WBPhenotype:0002216']}	WBPhenotype:0002216	8
677	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0001369']}	WBPhenotype:0001369	5
678	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531', 'WBPhenotype:0000530'], 3: ['WBPhenotype:0002173', 'WBPhenotype:0000622'], 4: ['WBPhenotype:0002174', 'WBPhenotype:0001597'], 5: ['WBPhenotype:0001597', 'WBPhenotype:0002215'], 6: ['WBPhenotype:0002215']}	WBPhenotype:0002215	6
679	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531', 'WBPhenotype:0000530'], 3: ['WBPhenotype:0002173', 'WBPhenotype:0000622'], 4: ['WBPhenotype:0002174', 'WBPhenotype:0001597'], 5: ['WBPhenotype:0001597']}	WBPhenotype:0001597	5
680	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000624'], 4: ['WBPhenotype:0000691'], 5: ['WBPhenotype:0000399'], 6: ['WBPhenotype:0001662'], 7: ['WBPhenotype:0001368']}	WBPhenotype:0001368	7
681	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000624'], 4: ['WBPhenotype:0000691'], 5: ['WBPhenotype:0000399'], 6: ['WBPhenotype:0001662']}	WBPhenotype:0001662	6
682	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000619'], 4: ['WBPhenotype:0000038']}	WBPhenotype:0000038	4
683	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530'], 3: ['WBPhenotype:0000619']}	WBPhenotype:0000619	3
684	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530', 'WBPhenotype:0000531'], 3: ['WBPhenotype:0000617', 'WBPhenotype:0002173'], 4: ['WBPhenotype:0000707', 'WBPhenotype:0002175'], 5: ['WBPhenotype:0001635'], 6: ['WBPhenotype:0002214']}	WBPhenotype:0002214	6
685	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000530', 'WBPhenotype:0000531'], 3: ['WBPhenotype:0000617', 'WBPhenotype:0002173'], 4: ['WBPhenotype:0000707', 'WBPhenotype:0002175'], 5: ['WBPhenotype:0001635']}	WBPhenotype:0001635	5
686	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000579'], 4: ['WBPhenotype:0000805'], 5: ['WBPhenotype:0001297'], 6: ['WBPhenotype:0001367']}	WBPhenotype:0001367	6
687	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0000582', 'WBPhenotype:0000934'], 4: ['WBPhenotype:0000072', 'WBPhenotype:0000035'], 5: ['WBPhenotype:0000035']}	WBPhenotype:0000035	5
688	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0000582', 'WBPhenotype:0000934'], 4: ['WBPhenotype:0000072', 'WBPhenotype:0000036'], 5: ['WBPhenotype:0000036']}	WBPhenotype:0000036	5
689	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000727'], 6: ['WBPhenotype:0000124'], 7: ['WBPhenotype:0002213']}	WBPhenotype:0002213	7
690	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000727'], 6: ['WBPhenotype:0000124']}	WBPhenotype:0000124	6
691	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000579'], 4: ['WBPhenotype:0000805'], 5: ['WBPhenotype:0001297'], 6: ['WBPhenotype:0001365'], 7: ['WBPhenotype:0001366']}	WBPhenotype:0001366	7
692	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0001918'], 7: ['WBPhenotype:0002219']}	WBPhenotype:0002219	7
693	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0001918']}	WBPhenotype:0001918	6
694	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0001918'], 7: ['WBPhenotype:0002218']}	WBPhenotype:0002218	7
695	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0001918'], 7: ['WBPhenotype:0002217']}	WBPhenotype:0002217	7
696	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000749', 'WBPhenotype:0000062'], 4: ['WBPhenotype:0000050'], 5: ['WBPhenotype:0001100'], 6: ['WBPhenotype:0000040']}	WBPhenotype:0000040	6
697	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000749', 'WBPhenotype:0000062'], 4: ['WBPhenotype:0000050'], 5: ['WBPhenotype:0001100']}	WBPhenotype:0001100	5
698	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0001369'], 6: ['WBPhenotype:0001372']}	WBPhenotype:0001372	6
699	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0001369'], 6: ['WBPhenotype:0001371']}	WBPhenotype:0001371	6
700	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518', 'WBPhenotype:0000520'], 2: ['WBPhenotype:0000531', 'WBPhenotype:0000535'], 3: ['WBPhenotype:0000749', 'WBPhenotype:0000062', 'WBPhenotype:0000934'], 4: ['WBPhenotype:0000050', 'WBPhenotype:0000037'], 5: ['WBPhenotype:0001100', 'WBPhenotype:0002407'], 6: ['WBPhenotype:0000044']}	WBPhenotype:0000044	6
701	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0000934'], 4: ['WBPhenotype:0000037'], 5: ['WBPhenotype:0002407']}	WBPhenotype:0002407	5
702	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000591'], 6: ['WBPhenotype:0001863'], 7: ['WBPhenotype:0002223']}	WBPhenotype:0002223	7
703	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000717'], 6: ['WBPhenotype:0000306'], 7: ['WBPhenotype:0000962'], 8: ['WBPhenotype:0001278'], 9: ['WBPhenotype:0001375'], 10: ['WBPhenotype:0001376']}	WBPhenotype:0001376	10
704	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000717'], 6: ['WBPhenotype:0000306'], 7: ['WBPhenotype:0000962'], 8: ['WBPhenotype:0001278'], 9: ['WBPhenotype:0001375']}	WBPhenotype:0001375	9
705	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0000582'], 4: ['WBPhenotype:0000072'], 5: ['WBPhenotype:0001395'], 6: ['WBPhenotype:0002222']}	WBPhenotype:0002222	6
706	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0000717'], 6: ['WBPhenotype:0000306'], 7: ['WBPhenotype:0000962'], 8: ['WBPhenotype:0001278']}	WBPhenotype:0001278	8
707	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000033', 'WBPhenotype:0000049'], 4: ['WBPhenotype:0000438', 'WBPhenotype:0000045'], 5: ['WBPhenotype:0000848'], 6: ['WBPhenotype:0000045']}	WBPhenotype:0000045	6
708	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000033'], 4: ['WBPhenotype:0000438'], 5: ['WBPhenotype:0000848']}	WBPhenotype:0000848	5
709	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000535'], 3: ['WBPhenotype:0000582'], 4: ['WBPhenotype:0000071'], 5: ['WBPhenotype:0001363'], 6: ['WBPhenotype:0002221']}	WBPhenotype:0002221	6
710	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518', 'WBPhenotype:0000520', 'WBPhenotype:0000519'], 2: ['WBPhenotype:0000531', 'WBPhenotype:0000533', 'WBPhenotype:0000536'], 3: ['WBPhenotype:0000749', 'WBPhenotype:0002089', 'WBPhenotype:0000763'], 4: ['WBPhenotype:0000764', 'WBPhenotype:0010002'], 5: ['WBPhenotype:0001374', 'WBPhenotype:0000764'], 6: ['WBPhenotype:0001374']}	WBPhenotype:0001374	6
711	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518', 'WBPhenotype:0000520', 'WBPhenotype:0000519'], 2: ['WBPhenotype:0000531', 'WBPhenotype:0000533', 'WBPhenotype:0000536'], 3: ['WBPhenotype:0000749', 'WBPhenotype:0002089', 'WBPhenotype:0000763'], 4: ['WBPhenotype:0000764', 'WBPhenotype:0010002'], 5: ['WBPhenotype:0000764']}	WBPhenotype:0000764	5
712	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000749', 'WBPhenotype:0000033'], 4: ['WBPhenotype:0000042', 'WBPhenotype:0000438'], 5: ['WBPhenotype:0000674'], 6: ['WBPhenotype:0000042']}	WBPhenotype:0000042	6
713	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000531'], 3: ['WBPhenotype:0000033'], 4: ['WBPhenotype:0000438'], 5: ['WBPhenotype:0000674']}	WBPhenotype:0000674	5
714	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0001918'], 7: ['WBPhenotype:0002217'], 8: ['WBPhenotype:0002220']}	WBPhenotype:0002220	8
715	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000027'], 5: ['WBPhenotype:0001369'], 6: ['WBPhenotype:0001371'], 7: ['WBPhenotype:0001373']}	WBPhenotype:0001373	7
716	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000517'], 2: ['WBPhenotype:0000525'], 3: ['WBPhenotype:0000640'], 4: ['WBPhenotype:0000005'], 5: ['WBPhenotype:0000004']}	WBPhenotype:0000004	5
717	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0000631'], 7: ['WBPhenotype:0000010'], 8: ['WBPhenotype:0000488']}	WBPhenotype:0000488	8
718	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000517'], 2: ['WBPhenotype:0000525'], 3: ['WBPhenotype:0000647', 'WBPhenotype:0000821'], 4: ['WBPhenotype:0000648', 'WBPhenotype:0000888'], 5: ['WBPhenotype:0000843', 'WBPhenotype:0000648'], 6: ['WBPhenotype:0001336', 'WBPhenotype:0000843'], 7: ['WBPhenotype:0001336']}	WBPhenotype:0001336	7
719	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000517'], 2: ['WBPhenotype:0000525'], 3: ['WBPhenotype:0000647', 'WBPhenotype:0000821'], 4: ['WBPhenotype:0000648', 'WBPhenotype:0000888'], 5: ['WBPhenotype:0000843', 'WBPhenotype:0000648'], 6: ['WBPhenotype:0000843']}	WBPhenotype:0000843	6
720	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000605'], 4: ['WBPhenotype:0001335']}	WBPhenotype:0001335	4
721	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000517'], 2: ['WBPhenotype:0000525'], 3: ['WBPhenotype:0000640']}	WBPhenotype:0000640	3
722	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0000631'], 7: ['WBPhenotype:0000011'], 8: ['WBPhenotype:0000489']}	WBPhenotype:0000489	8
723	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000520'], 2: ['WBPhenotype:0000534'], 3: ['WBPhenotype:0000605'], 4: ['WBPhenotype:0001335'], 5: ['WBPhenotype:0001334']}	WBPhenotype:0001334	5
724	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0000631'], 7: ['WBPhenotype:0000010'], 8: ['WBPhenotype:0000486']}	WBPhenotype:0000486	8
725	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0000631'], 7: ['WBPhenotype:0000011'], 8: ['WBPhenotype:0000487']}	WBPhenotype:0000487	8
726	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000518'], 2: ['WBPhenotype:0000529'], 3: ['WBPhenotype:0000816'], 4: ['WBPhenotype:0001333']}	WBPhenotype:0001333	4
727	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0000631'], 7: ['WBPhenotype:0000010', 'WBPhenotype:0000627'], 8: ['WBPhenotype:0000008']}	WBPhenotype:0000008	8
728	{0: ['WBPhenotype:0000886'], 1: ['WBPhenotype:0000519'], 2: ['WBPhenotype:0000576'], 3: ['WBPhenotype:0000577'], 4: ['WBPhenotype:0000738'], 5: ['WBPhenotype:0000523'], 6: ['WBPhenotype:0000631'], 7: ['WBPhenotype:0000627']}	WBPhenotype:0000627	7
